Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Mercedes,E-Class,2013,2.9,Diesel,Manual,116858,4,3,8562
Honda,CR-V,2013,4.5,Diesel,Manual,37452,3,2,11750
Ford,Explorer,2002,1.6,Diesel,Manual,12478,5,5,6050
Toyota,Camry,2000,1.2,Hybrid,Semi-Automatic,85386,3,4,4592
Hyundai,Tucson,2007,3.4,Diesel,Manual,200597,4,1,5588
Audi,A4,2000,1.8,Diesel,Automatic,44891,2,3,6502
Toyota,RAV4,2018,3,Petrol,Automatic,39526,5,3,13209
Chevrolet,Malibu,2005,1.5,Electric,Manual,42171,3,4,8256
Honda,CR-V,2020,4,Hybrid,Automatic,138575,2,4,13828
BMW,3 Series,2022,2.5,Hybrid,Automatic,73285,5,3,14234
Toyota,Camry,2007,2.2,Petrol,Automatic,67973,2,1,8540
Mercedes,E-Class,2008,5,Electric,Manual,50096,2,2,12498
Hyundai,Sonata,2006,1.9,Hybrid,Semi-Automatic,13435,3,5,8531
Kia,Rio,2000,3.5,Diesel,Manual,202264,5,4,3554
Volkswagen,Golf,2009,2.2,Electric,Semi-Automatic,161642,3,1,7767
Honda,CR-V,2021,4.6,Hybrid,Automatic,173195,3,3,14036
Toyota,Corolla,2006,3.7,Hybrid,Automatic,28336,5,5,11533
Kia,Rio,2011,3.4,Petrol,Semi-Automatic,194364,2,5,6912
Audi,A4,2011,3.6,Petrol,Manual,91365,2,2,9172
Volkswagen,Tiguan,2023,4.1,Hybrid,Automatic,72819,3,4,16143
Hyundai,Tucson,2015,3.3,Petrol,Automatic,31069,3,5,12778
Volkswagen,Passat,2005,2.1,Hybrid,Automatic,165428,3,1,6891
Audi,A3,2004,4.6,Petrol,Automatic,20308,3,4,10993
Mercedes,C-Class,2000,4.1,Petrol,Semi-Automatic,70784,4,2,6784
Audi,A4,2005,3.1,Hybrid,Automatic,43525,4,5,10329
Audi,A4,2008,3.6,Hybrid,Manual,228784,4,2,6524
Volkswagen,Golf,2006,1.4,Electric,Semi-Automatic,244511,3,5,4409
Honda,CR-V,2004,2.2,Hybrid,Semi-Automatic,62278,4,3,7254
Chevrolet,Impala,2019,2.3,Petrol,Automatic,146849,2,5,10663
Ford,Fiesta,2012,3,Petrol,Automatic,173506,2,1,8729
Kia,Sportage,2023,1.2,Electric,Manual,190846,2,5,10383
Audi,A4,2018,2.9,Diesel,Manual,8842,5,2,12223
Kia,Rio,2022,4.2,Hybrid,Semi-Automatic,21289,2,5,15474
Audi,A4,2010,3.8,Diesel,Automatic,271969,5,4,6960
Hyundai,Tucson,2023,3.4,Diesel,Automatic,169381,2,3,12512
Chevrolet,Impala,2001,4.3,Diesel,Manual,117685,3,5,6346
Kia,Optima,2014,3.7,Petrol,Semi-Automatic,96918,4,5,10061
BMW,3 Series,2013,1.5,Hybrid,Automatic,208293,2,4,7834
Honda,Accord,2012,2.8,Hybrid,Semi-Automatic,135966,3,1,8780
Ford,Focus,2002,2.8,Electric,Automatic,293330,3,3,5133
Ford,Focus,2009,4.1,Electric,Semi-Automatic,244248,4,5,8015
Hyundai,Tucson,2010,2.4,Hybrid,Manual,235850,4,4,5783
Toyota,Camry,2016,2,Hybrid,Automatic,115571,2,3,11088
Kia,Optima,2013,1.8,Diesel,Semi-Automatic,36507,4,5,9069
Ford,Fiesta,2002,1.7,Petrol,Automatic,210171,5,2,3696
Audi,Q5,2023,3.6,Hybrid,Semi-Automatic,245796,4,2,10684
Mercedes,GLA,2014,4.9,Electric,Manual,12671,2,5,14946
Audi,A4,2002,3.6,Petrol,Semi-Automatic,259700,4,5,3106
Chevrolet,Impala,2008,3.6,Diesel,Manual,173500,4,2,6630
Chevrolet,Impala,2023,2.1,Petrol,Automatic,281615,3,1,8967
Kia,Rio,2020,2.2,Diesel,Manual,142392,5,1,9452
Kia,Optima,2023,1.6,Petrol,Semi-Automatic,189334,3,2,8813
BMW,5 Series,2001,1.2,Diesel,Semi-Automatic,55663,3,5,4486
BMW,5 Series,2022,2.1,Electric,Automatic,229332,4,1,11713
Honda,Accord,2008,4.4,Petrol,Manual,120374,2,1,8492
Hyundai,Elantra,2015,1.8,Diesel,Automatic,36064,4,3,11178
Honda,Civic,2014,4.9,Petrol,Semi-Automatic,247925,4,5,8241
BMW,3 Series,2023,3.2,Electric,Automatic,142564,3,1,14848
Toyota,RAV4,2017,3.1,Diesel,Automatic,196995,3,2,9860
Hyundai,Elantra,2023,3.1,Hybrid,Manual,74502,5,5,13609
Hyundai,Tucson,2011,2.7,Electric,Manual,298757,3,5,6124
Volkswagen,Golf,2008,2,Electric,Semi-Automatic,179010,2,3,6919
Hyundai,Sonata,2007,1.8,Hybrid,Automatic,97552,3,4,8548
Mercedes,GLA,2001,1.4,Diesel,Manual,105088,2,1,3698
Volkswagen,Passat,2006,3.8,Petrol,Semi-Automatic,149573,3,4,6708
Chevrolet,Impala,2013,3.9,Diesel,Automatic,21396,4,2,12972
Honda,CR-V,2002,3.9,Hybrid,Manual,84234,5,2,7915
Toyota,RAV4,2013,1.5,Petrol,Semi-Automatic,87831,4,2,7743
Audi,A4,2022,4,Petrol,Semi-Automatic,109649,5,5,12507
Volkswagen,Passat,2022,1.4,Petrol,Automatic,28004,4,1,13039
Kia,Optima,2012,2.9,Hybrid,Manual,259817,3,5,6403
Audi,A4,2013,4.5,Hybrid,Automatic,233742,2,1,10325
Volkswagen,Tiguan,2020,3.3,Petrol,Manual,172227,3,3,9955
Toyota,RAV4,2011,5,Hybrid,Automatic,13473,5,4,14630
Honda,Civic,2003,3.5,Diesel,Semi-Automatic,170089,2,1,5098
BMW,X5,2020,3.1,Diesel,Manual,54614,2,4,12107
Kia,Optima,2006,3.8,Electric,Manual,276138,2,1,6177
Hyundai,Elantra,2006,1.2,Diesel,Manual,227665,4,2,2546
BMW,3 Series,2021,2.1,Diesel,Semi-Automatic,85775,4,2,10784
Chevrolet,Impala,2020,3,Hybrid,Semi-Automatic,7623,3,1,13947
Kia,Rio,2006,4.1,Diesel,Manual,134712,2,2,7305
Volkswagen,Tiguan,2009,2.6,Electric,Manual,252720,4,2,6345
BMW,X5,2016,2.2,Diesel,Automatic,69374,4,1,11212
Audi,A3,2022,4.5,Electric,Automatic,286355,4,2,12972
Hyundai,Tucson,2018,1.6,Hybrid,Automatic,3022,5,2,13539
BMW,X5,2007,3.5,Petrol,Semi-Automatic,140717,3,5,6885
Audi,A4,2022,1.4,Hybrid,Manual,94696,2,5,11206
Volkswagen,Golf,2000,1.9,Hybrid,Automatic,36648,5,3,7767
Volkswagen,Golf,2012,3.2,Petrol,Manual,182056,3,4,7258
Ford,Fiesta,2007,2.9,Diesel,Automatic,210486,2,2,6390
Kia,Rio,2006,2,Electric,Manual,119785,5,1,7504
Ford,Focus,2020,2.2,Electric,Automatic,222571,4,4,11348
Kia,Rio,2015,3.7,Diesel,Semi-Automatic,181782,5,5,8664
Chevrolet,Equinox,2012,3.3,Petrol,Semi-Automatic,277925,4,2,5441
Honda,Civic,2012,3.7,Diesel,Manual,206605,4,5,7267
Chevrolet,Malibu,2007,3.6,Diesel,Manual,288298,4,3,4034
Volkswagen,Tiguan,2012,1.3,Diesel,Automatic,34356,5,1,9812
Ford,Focus,2006,3.3,Petrol,Semi-Automatic,204468,2,4,5110
Toyota,Corolla,2007,2.1,Electric,Semi-Automatic,164847,2,4,7003
Ford,Explorer,2007,4.9,Petrol,Manual,256751,4,4,5964
Audi,A4,2022,2.8,Hybrid,Manual,199301,4,1,10513
Chevrolet,Impala,2022,1.8,Petrol,Automatic,146938,4,5,11061
Mercedes,GLA,2006,1.6,Hybrid,Automatic,185420,5,3,6291
Volkswagen,Golf,2022,1.7,Hybrid,Manual,185988,3,4,9680
Hyundai,Elantra,2006,4,Electric,Automatic,294825,2,2,7503
Kia,Optima,2011,1.6,Diesel,Automatic,186782,5,4,6764
Honda,CR-V,2012,2.3,Diesel,Manual,138932,2,5,7221
Mercedes,C-Class,2004,3.2,Hybrid,Automatic,32252,5,4,10354
Ford,Explorer,2010,3.2,Petrol,Semi-Automatic,152776,5,2,7244
Chevrolet,Equinox,2003,3.5,Electric,Automatic,61700,2,4,10766
Mercedes,E-Class,2021,4.8,Diesel,Semi-Automatic,31848,2,1,14563
Mercedes,GLA,2022,1.3,Hybrid,Manual,3788,3,1,12924
Audi,A3,2019,3.2,Petrol,Automatic,60084,3,2,13298
Honda,Civic,2023,4.6,Diesel,Manual,72025,5,2,14159
Mercedes,GLA,2010,1.7,Electric,Automatic,251783,3,3,7264
Chevrolet,Equinox,2011,3.5,Hybrid,Automatic,35655,5,4,12686
Chevrolet,Malibu,2019,2.5,Diesel,Manual,11001,4,3,12079
BMW,3 Series,2003,4.7,Diesel,Manual,48097,3,1,8738
Mercedes,GLA,2023,1.3,Electric,Manual,9218,2,5,14115
Toyota,Camry,2023,2.6,Diesel,Automatic,73774,2,4,13624
Ford,Explorer,2007,2.7,Electric,Manual,183051,4,1,7238
Audi,A4,2010,2.2,Hybrid,Semi-Automatic,124510,4,1,7809
Mercedes,GLA,2012,5,Diesel,Manual,200981,5,5,8680
BMW,3 Series,2008,3.4,Diesel,Manual,17194,2,5,9556
Chevrolet,Equinox,2007,4,Electric,Manual,108716,5,5,10025
Ford,Fiesta,2017,1.4,Diesel,Automatic,6319,5,3,11973
Kia,Optima,2018,1.5,Petrol,Manual,100084,2,3,8998
Honda,Civic,2015,3.7,Petrol,Manual,59678,3,2,11106
Volkswagen,Golf,2013,3.3,Hybrid,Semi-Automatic,167096,2,1,8958
Ford,Focus,2010,1.4,Electric,Automatic,290186,5,1,6196
Toyota,Corolla,2005,4.5,Electric,Automatic,186080,4,5,9878
Ford,Focus,2001,2,Diesel,Semi-Automatic,67832,3,2,5043
Chevrolet,Equinox,2016,3.9,Hybrid,Manual,72828,3,1,12343
Kia,Sportage,2014,1,Petrol,Manual,13682,4,5,9026
Kia,Rio,2002,2.5,Petrol,Automatic,103334,5,2,6633
Chevrolet,Malibu,2023,2.8,Hybrid,Semi-Automatic,125172,2,3,12296
Audi,A3,2007,3.4,Petrol,Semi-Automatic,3514,4,1,9529
Mercedes,E-Class,2008,3.8,Electric,Manual,106591,4,3,10168
Toyota,Camry,2008,2.6,Diesel,Semi-Automatic,211463,5,1,4870
Hyundai,Sonata,2012,1.1,Hybrid,Semi-Automatic,134479,2,4,7110
Kia,Optima,2017,4.6,Electric,Automatic,166993,4,4,13960
Toyota,RAV4,2000,2.2,Petrol,Manual,238229,5,1,2000
Chevrolet,Malibu,2012,4.9,Electric,Automatic,165196,5,5,12796
Volkswagen,Passat,2006,4.9,Electric,Automatic,65918,2,3,12981
Hyundai,Tucson,2010,2.2,Diesel,Semi-Automatic,284632,3,1,3607
BMW,X5,2020,2.4,Electric,Semi-Automatic,133294,2,4,11834
Honda,CR-V,2012,3.1,Diesel,Automatic,72724,2,4,10845
Honda,Accord,2017,1,Diesel,Semi-Automatic,151252,5,2,7174
Honda,Accord,2013,4.6,Diesel,Manual,182736,2,4,8945
Volkswagen,Tiguan,2009,4.9,Petrol,Automatic,116854,5,3,10862
Hyundai,Tucson,2003,1.1,Diesel,Automatic,245891,2,5,2682
Kia,Rio,2004,4.9,Petrol,Manual,285701,4,5,4485
Volkswagen,Golf,2022,1.1,Petrol,Semi-Automatic,164969,2,2,8500
Toyota,Corolla,2006,3.3,Electric,Semi-Automatic,21306,4,4,10773
Audi,A4,2017,1.9,Diesel,Semi-Automatic,152772,2,2,8044
Toyota,RAV4,2002,4.5,Petrol,Manual,279351,3,2,3612
Hyundai,Elantra,2005,2,Petrol,Automatic,36156,4,3,8376
Audi,A3,2019,1.7,Electric,Automatic,130959,4,4,12380
Ford,Fiesta,2010,2.6,Hybrid,Manual,145953,5,1,7780
Volkswagen,Passat,2020,4.3,Electric,Semi-Automatic,13344,2,4,16133
Honda,Civic,2018,4.6,Diesel,Automatic,39465,5,1,14810
Volkswagen,Golf,2004,2.9,Petrol,Semi-Automatic,65347,3,2,6893
Hyundai,Elantra,2005,4.4,Hybrid,Manual,275360,2,2,5492
BMW,X5,2006,1.6,Petrol,Automatic,239060,4,3,4218
Hyundai,Tucson,2023,4.5,Diesel,Automatic,141572,3,5,14168
BMW,X5,2010,2,Hybrid,Semi-Automatic,174164,3,5,6616
Kia,Optima,2022,5,Electric,Automatic,260953,5,4,13980
Toyota,Corolla,2019,2,Electric,Manual,55370,5,5,12692
BMW,3 Series,2012,4,Diesel,Automatic,161431,5,4,9971
Volkswagen,Golf,2001,3.3,Hybrid,Automatic,159349,3,2,7013
Mercedes,C-Class,2020,2.5,Diesel,Manual,177299,3,1,9054
Audi,A3,2012,4.3,Diesel,Automatic,76005,2,1,11979
Toyota,Camry,2002,1.7,Diesel,Manual,102549,2,5,4349
Ford,Focus,2003,3.3,Petrol,Automatic,72117,2,5,8357
BMW,5 Series,2000,4.4,Hybrid,Automatic,90949,3,5,9181
Volkswagen,Passat,2018,3,Diesel,Semi-Automatic,77132,5,1,10957
BMW,5 Series,2008,2.6,Electric,Automatic,96132,2,5,10677
Honda,Civic,2017,3.6,Electric,Manual,214703,4,2,10505
Hyundai,Tucson,2007,1.3,Hybrid,Manual,61157,3,4,7276
Mercedes,GLA,2004,3.1,Electric,Automatic,220120,2,2,7497
Audi,Q5,2005,4,Hybrid,Automatic,127914,5,2,9541
Mercedes,C-Class,2014,4.7,Diesel,Semi-Automatic,93908,3,2,11121
Volkswagen,Tiguan,2008,2.6,Electric,Automatic,271567,2,2,7168
BMW,5 Series,2017,4.4,Petrol,Manual,67229,4,2,12255
Volkswagen,Passat,2011,4.5,Diesel,Automatic,217628,2,5,9047
Volkswagen,Golf,2005,1,Petrol,Semi-Automatic,12018,4,3,6359
Ford,Fiesta,2007,4.1,Petrol,Manual,164557,5,4,7008
Chevrolet,Impala,2003,3.3,Hybrid,Automatic,48225,2,4,9835
BMW,X5,2018,2.6,Petrol,Semi-Automatic,80745,3,1,10485
Chevrolet,Malibu,2019,4.2,Diesel,Automatic,216108,4,2,11177
Ford,Fiesta,2023,3.3,Hybrid,Manual,131367,2,1,12672
Audi,A4,2004,1.8,Electric,Semi-Automatic,36797,4,2,8364
Ford,Explorer,2008,3.4,Diesel,Semi-Automatic,136205,3,2,7175
Toyota,RAV4,2016,2.5,Diesel,Semi-Automatic,89271,4,1,9614
Mercedes,C-Class,2010,4.3,Diesel,Semi-Automatic,268505,3,2,6029
Honda,CR-V,2013,2.5,Hybrid,Automatic,252912,2,5,7941
Audi,A3,2014,1.2,Electric,Semi-Automatic,109357,4,1,9312
Audi,Q5,2020,4.4,Diesel,Semi-Automatic,205760,5,1,10384
Volkswagen,Passat,2005,2.3,Hybrid,Manual,8332,5,2,8733
Audi,A4,2018,1.6,Petrol,Automatic,36774,2,2,11864
Audi,A3,2015,3.4,Hybrid,Manual,293281,2,3,7134
Hyundai,Elantra,2002,4.3,Diesel,Manual,28597,2,4,8428
Volkswagen,Tiguan,2023,2.4,Diesel,Automatic,241576,4,3,10068
Mercedes,E-Class,2004,3.3,Electric,Automatic,6686,2,1,11966
Kia,Rio,2005,4.5,Petrol,Semi-Automatic,251675,2,4,5066
Chevrolet,Impala,2020,4.8,Diesel,Automatic,293448,3,5,10531
Chevrolet,Equinox,2011,3.3,Hybrid,Semi-Automatic,218104,2,1,7337
BMW,5 Series,2007,4,Electric,Semi-Automatic,54474,2,1,11110
Kia,Optima,2001,3,Hybrid,Automatic,206883,3,5,5762
Audi,A4,2013,4.5,Hybrid,Manual,159818,2,2,10303
Kia,Optima,2021,1.6,Hybrid,Automatic,221369,2,2,10072
Audi,A4,2009,4.7,Electric,Semi-Automatic,200779,2,5,9484
Ford,Fiesta,2023,4.8,Petrol,Manual,177302,4,5,12253
Chevrolet,Impala,2021,2.6,Diesel,Manual,114586,3,1,10708
Hyundai,Sonata,2001,1.3,Petrol,Semi-Automatic,166014,3,5,2379
Kia,Optima,2022,1.5,Petrol,Semi-Automatic,193631,3,1,8327
Hyundai,Tucson,2007,2.5,Hybrid,Automatic,28536,5,2,10629
Hyundai,Sonata,2005,4.7,Hybrid,Manual,153813,3,4,8223
Kia,Optima,2007,3,Electric,Automatic,108785,2,5,10524
Kia,Rio,2005,3.5,Electric,Automatic,62128,2,4,11357
Honda,Accord,2020,4.2,Diesel,Semi-Automatic,5872,5,1,14182
Kia,Optima,2012,2.6,Diesel,Manual,63914,2,3,9021
Audi,A3,2013,2.1,Hybrid,Manual,104625,4,1,9007
Volkswagen,Passat,2005,3.2,Diesel,Manual,245916,2,2,3881
Audi,A3,2009,1.6,Electric,Manual,37980,3,1,9640
Ford,Fiesta,2010,4.1,Diesel,Semi-Automatic,172905,4,3,7741
Kia,Optima,2007,4.2,Petrol,Semi-Automatic,271987,2,5,4960
Ford,Focus,2015,2,Electric,Automatic,36038,2,2,13379
Hyundai,Sonata,2007,2.2,Petrol,Automatic,167698,5,5,6546
Honda,Civic,2021,1.7,Diesel,Semi-Automatic,299534,3,1,6109
Audi,Q5,2014,1.1,Petrol,Semi-Automatic,96388,4,4,7472
Ford,Fiesta,2022,3.8,Petrol,Semi-Automatic,184018,2,1,10819
Volkswagen,Tiguan,2014,4.9,Diesel,Semi-Automatic,70218,2,1,11795
Volkswagen,Golf,2019,3.4,Hybrid,Manual,17084,3,4,13858
Hyundai,Tucson,2011,1.5,Petrol,Manual,205090,5,1,4798
Honda,Accord,2021,3.7,Electric,Manual,279200,2,1,10516
Toyota,Corolla,2014,1.4,Hybrid,Automatic,66560,2,1,10868
Chevrolet,Malibu,2005,3.2,Petrol,Semi-Automatic,28310,2,1,8233
Audi,A3,2012,2.8,Petrol,Semi-Automatic,224164,2,4,6016
Ford,Focus,2004,1.3,Diesel,Automatic,281063,5,1,2478
Ford,Explorer,2010,1,Diesel,Semi-Automatic,47989,2,5,7140
Hyundai,Elantra,2005,4.9,Petrol,Semi-Automatic,189191,4,2,6716
BMW,5 Series,2010,2.9,Hybrid,Manual,12730,4,5,10745
Chevrolet,Equinox,2002,1.4,Electric,Semi-Automatic,41238,3,4,7275
Kia,Optima,2010,2.4,Diesel,Automatic,274652,4,3,5506
Volkswagen,Passat,2001,3.5,Electric,Manual,287320,5,4,4153
Volkswagen,Golf,2012,3.1,Electric,Semi-Automatic,200782,2,1,8784
Ford,Focus,2004,1.7,Diesel,Semi-Automatic,227276,2,2,2454
Ford,Fiesta,2013,2.3,Hybrid,Automatic,30705,5,1,12185
BMW,X5,2002,3.3,Petrol,Manual,288979,5,3,2220
Audi,A3,2001,2.9,Petrol,Manual,128507,2,2,4729
Ford,Focus,2018,3.9,Hybrid,Automatic,95603,3,5,13987
Audi,A3,2003,1.6,Petrol,Automatic,17382,4,4,7752
Volkswagen,Tiguan,2005,2.1,Diesel,Manual,192683,3,2,3846
Toyota,RAV4,2021,2.3,Electric,Semi-Automatic,287595,5,4,8948
Hyundai,Tucson,2012,4.1,Hybrid,Automatic,26324,4,2,13773
Chevrolet,Impala,2013,4.1,Petrol,Semi-Automatic,178881,4,4,8522
Honda,Civic,2022,3.7,Hybrid,Semi-Automatic,28519,5,1,14829
Kia,Optima,2022,1.2,Hybrid,Semi-Automatic,216164,5,3,8576
Honda,CR-V,2012,4.8,Electric,Manual,137306,3,1,11753
Audi,Q5,2015,3.7,Hybrid,Manual,72661,4,4,11846
Toyota,Camry,2019,2.5,Electric,Automatic,21694,2,4,15366
BMW,X5,2000,1.2,Diesel,Manual,224667,2,4,2000
BMW,5 Series,2011,4.6,Electric,Manual,152438,3,5,10951
Audi,A3,2010,1.6,Hybrid,Automatic,282744,3,2,5545
Chevrolet,Impala,2017,1.3,Diesel,Automatic,94622,5,5,10107
Toyota,Camry,2001,3.4,Electric,Semi-Automatic,243085,2,2,4938
Hyundai,Elantra,2009,2.4,Hybrid,Manual,156159,5,3,7076
BMW,3 Series,2021,3.8,Petrol,Semi-Automatic,85961,5,4,12480
BMW,3 Series,2000,4,Electric,Manual,52735,2,1,9045
Mercedes,C-Class,2008,1.9,Electric,Manual,13436,4,1,10131
Volkswagen,Tiguan,2000,3.3,Hybrid,Manual,3960,4,2,8320
Honda,Accord,2012,2.2,Hybrid,Manual,250415,5,1,5891
Volkswagen,Tiguan,2018,1.2,Diesel,Manual,256752,2,2,5564
Chevrolet,Impala,2014,4.9,Electric,Manual,249726,5,3,10205
Chevrolet,Malibu,2002,3.2,Hybrid,Semi-Automatic,194326,2,3,5013
Hyundai,Elantra,2016,4.3,Electric,Manual,123202,4,1,12735
Mercedes,E-Class,2019,4.6,Electric,Manual,162928,3,3,13141
Honda,CR-V,2001,1.2,Hybrid,Automatic,22996,2,1,7640
Volkswagen,Tiguan,2000,1.5,Hybrid,Manual,124441,3,4,4111
Audi,Q5,2021,4.4,Electric,Manual,131915,4,5,14161
Ford,Explorer,2004,1.5,Diesel,Automatic,109854,3,3,6102
Chevrolet,Malibu,2005,3.6,Diesel,Automatic,80842,5,2,9083
Volkswagen,Tiguan,2008,3.7,Diesel,Automatic,47315,2,2,10753
BMW,3 Series,2013,3.1,Petrol,Semi-Automatic,295843,2,1,5183
Chevrolet,Impala,2012,3,Diesel,Manual,132867,3,4,8042
Hyundai,Elantra,2021,2.2,Electric,Manual,80426,5,2,12991
Toyota,Camry,2007,3.9,Electric,Manual,187853,5,2,8342
Audi,A3,2011,2.3,Diesel,Semi-Automatic,24620,2,4,9207
Honda,Accord,2015,4.6,Electric,Manual,287534,4,2,9449
Mercedes,C-Class,2000,4,Petrol,Semi-Automatic,159448,5,1,4911
BMW,5 Series,2014,2.1,Hybrid,Semi-Automatic,242002,3,4,6559
Hyundai,Elantra,2010,1.7,Electric,Manual,53796,3,2,9724
Kia,Rio,2003,2.9,Diesel,Automatic,3214,4,4,9335
Volkswagen,Golf,2001,3.7,Hybrid,Manual,274678,5,4,3606
Hyundai,Tucson,2020,3.4,Electric,Manual,196637,2,2,11567
Mercedes,GLA,2013,3.9,Hybrid,Semi-Automatic,200557,5,5,8888
Kia,Rio,2005,4.3,Hybrid,Semi-Automatic,84833,4,4,9203
Mercedes,E-Class,2019,2.7,Petrol,Semi-Automatic,259731,3,5,7305
Toyota,RAV4,2023,2.4,Petrol,Semi-Automatic,240972,2,3,8580
Ford,Fiesta,2013,4.7,Diesel,Semi-Automatic,271069,5,5,7278
BMW,5 Series,2002,2.3,Petrol,Semi-Automatic,197991,4,1,3040
Toyota,Corolla,2012,2.8,Electric,Automatic,141669,4,2,11166
Chevrolet,Equinox,2019,2.8,Hybrid,Manual,266566,3,3,8268
Volkswagen,Golf,2011,1.8,Electric,Manual,265824,2,2,5883
Mercedes,C-Class,2015,4,Hybrid,Manual,94668,2,2,11706
Toyota,Camry,2010,4.7,Hybrid,Semi-Automatic,112242,5,3,10555
Kia,Rio,2013,3.4,Petrol,Automatic,213200,4,3,8636
Chevrolet,Malibu,2016,2.8,Hybrid,Semi-Automatic,42849,3,5,11843
Honda,Accord,2018,1.8,Petrol,Semi-Automatic,114519,5,5,9009
Volkswagen,Tiguan,2004,1.4,Diesel,Automatic,105124,3,5,6097
Chevrolet,Malibu,2014,1.8,Hybrid,Manual,181873,5,1,7462
Ford,Focus,2010,1.8,Petrol,Semi-Automatic,271568,2,1,3468
Hyundai,Elantra,2004,1.9,Diesel,Semi-Automatic,112186,4,2,4956
Chevrolet,Impala,2011,1.8,Petrol,Semi-Automatic,42008,2,3,8359
Ford,Focus,2010,4,Hybrid,Automatic,286041,2,2,7879
Kia,Optima,2023,2.7,Hybrid,Semi-Automatic,156622,2,5,11567
Chevrolet,Impala,2004,3.2,Petrol,Automatic,31309,3,2,9373
Mercedes,GLA,2020,4.1,Petrol,Manual,112165,2,5,11956
Audi,A3,2009,3.4,Hybrid,Semi-Automatic,125102,2,4,8697
Kia,Sportage,2022,2,Petrol,Manual,34636,5,4,12007
Chevrolet,Equinox,2017,3.7,Electric,Manual,188995,4,3,11120
Ford,Fiesta,2004,4.1,Hybrid,Automatic,162517,4,4,8649
Honda,Civic,2011,2.4,Diesel,Manual,113336,2,3,7533
BMW,3 Series,2009,1.9,Petrol,Semi-Automatic,22913,3,2,8241
BMW,3 Series,2012,3.8,Electric,Automatic,293559,5,5,9128
Honda,Civic,2016,3,Petrol,Semi-Automatic,175145,3,3,8397
Hyundai,Sonata,2015,4,Hybrid,Automatic,276921,5,2,9561
BMW,3 Series,2023,4.3,Hybrid,Semi-Automatic,297597,5,5,10348
Toyota,RAV4,2007,4.4,Electric,Automatic,55525,5,5,12989
BMW,3 Series,2003,4.9,Diesel,Manual,221213,3,5,5475
Chevrolet,Impala,2005,3.3,Electric,Automatic,83483,5,4,10730
Hyundai,Sonata,2002,3,Diesel,Semi-Automatic,122439,2,2,5251
Honda,Accord,2002,4.1,Petrol,Manual,216957,5,2,4460
Toyota,Corolla,2005,1.6,Hybrid,Semi-Automatic,139937,4,3,5401
Audi,A3,2015,3.7,Petrol,Semi-Automatic,209358,5,5,8112
Chevrolet,Equinox,2006,2.8,Electric,Automatic,224114,4,5,7717
Toyota,RAV4,2009,3.9,Electric,Semi-Automatic,110879,4,2,10482
Toyota,RAV4,2022,1,Petrol,Semi-Automatic,124573,3,2,9208
Chevrolet,Impala,2004,1.3,Diesel,Manual,40779,5,5,5784
Kia,Sportage,2017,4.2,Hybrid,Manual,83450,2,4,12731
Toyota,Corolla,2023,3,Hybrid,Manual,75435,3,3,13491
Toyota,RAV4,2014,4,Electric,Semi-Automatic,216123,2,4,9977
Mercedes,E-Class,2017,4.1,Electric,Semi-Automatic,229816,5,5,10703
BMW,5 Series,2000,3.4,Petrol,Semi-Automatic,278310,5,3,2000
BMW,5 Series,2004,2.7,Electric,Manual,196545,3,2,6069
BMW,3 Series,2012,4,Diesel,Semi-Automatic,185073,5,1,7998
Audi,A3,2022,2.2,Diesel,Manual,259968,3,3,7700
Kia,Sportage,2020,4.4,Hybrid,Semi-Automatic,103894,3,2,13422
BMW,5 Series,2003,2.3,Hybrid,Semi-Automatic,143584,5,2,5428
Kia,Rio,2010,3,Electric,Automatic,167567,4,5,10248
Ford,Focus,2002,1.8,Petrol,Automatic,182859,5,1,4342
Hyundai,Sonata,2012,4.7,Petrol,Semi-Automatic,163639,2,2,9127
Ford,Explorer,2006,3.9,Electric,Manual,181025,2,2,8179
Honda,Accord,2012,4.5,Hybrid,Semi-Automatic,231368,3,5,8572
Chevrolet,Equinox,2013,3.7,Petrol,Semi-Automatic,281563,3,4,6068
Audi,Q5,2019,3.2,Petrol,Semi-Automatic,61680,2,1,11766
BMW,3 Series,2013,3.2,Hybrid,Automatic,121063,2,5,11278
Ford,Focus,2018,2.3,Electric,Automatic,292022,3,2,9459
Honda,CR-V,2016,4.5,Hybrid,Automatic,95176,3,2,13996
Chevrolet,Malibu,2014,4.4,Diesel,Manual,81794,2,1,11064
Ford,Explorer,2023,3,Petrol,Manual,205866,5,5,9882
Hyundai,Tucson,2006,3.3,Petrol,Manual,24121,5,2,8717
Audi,Q5,2004,1.8,Hybrid,Manual,296742,2,4,2165
Honda,Civic,2001,2.2,Diesel,Automatic,85799,2,1,6384
Mercedes,C-Class,2010,1.8,Petrol,Manual,239416,3,4,4111
Hyundai,Elantra,2006,2.1,Diesel,Semi-Automatic,183546,2,4,4329
Ford,Fiesta,2018,3.7,Petrol,Semi-Automatic,177936,5,5,9641
Audi,A3,2008,3.3,Electric,Automatic,10998,5,3,13080
Kia,Optima,2010,3.9,Petrol,Semi-Automatic,190927,2,1,7181
Honda,CR-V,2020,4,Hybrid,Semi-Automatic,213276,4,2,10834
Mercedes,E-Class,2014,3.8,Diesel,Manual,171872,2,1,8662
Toyota,Camry,2022,3.4,Electric,Semi-Automatic,16671,5,4,15766
